2025-08-19 22:43:52,035 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,966 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,966 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,966 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,966 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,966 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,967 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,967 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,967 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,967 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,967 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,967 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,967 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,967 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,967 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,967 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,968 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,968 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,968 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,968 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,968 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,968 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,968 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,968 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,968 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,968 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,968 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,969 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,969 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,969 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,969 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,969 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,969 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,969 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,969 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,969 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,970 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,970 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,970 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,970 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,970 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,970 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,970 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,970 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,970 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,971 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,971 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,971 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,971 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,971 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,971 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,971 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,971 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,971 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,971 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,971 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,971 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,972 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,972 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,972 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,972 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,972 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,972 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,972 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,972 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,972 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,972 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,972 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,973 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,973 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,973 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,973 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,973 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,973 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,973 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,973 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,973 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,973 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,973 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,974 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,974 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,974 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,974 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,974 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,974 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,974 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,974 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,974 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,974 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,975 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,975 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,975 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,975 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,975 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,975 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,975 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,976 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,976 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,976 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,976 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,976 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,976 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,976 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,977 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,977 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,977 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,977 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,977 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,977 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,977 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,978 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,978 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,978 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,978 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,978 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,978 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,979 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,979 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,979 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,979 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,979 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,979 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,979 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,980 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,980 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,980 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,980 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,980 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,980 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,980 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,980 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,981 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,981 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,981 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,981 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,981 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,981 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,982 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,982 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,982 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,982 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,982 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,982 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,982 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,982 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,983 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,983 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,983 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,983 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,983 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,983 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,984 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,984 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,984 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,984 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,984 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,984 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,984 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,985 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,985 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,985 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,985 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,985 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,985 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,986 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,986 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,986 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,986 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,986 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,986 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,986 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,987 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,987 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,987 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,987 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,987 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,987 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,987 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,987 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,987 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,987 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,988 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,988 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,988 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,988 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,988 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,988 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,988 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,988 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,988 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,989 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,989 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,989 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,989 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,989 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,989 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,989 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,989 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,989 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,989 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,990 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,990 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,990 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,990 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,990 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,990 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,990 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,990 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,990 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,990 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,990 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,991 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,991 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,991 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,991 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,991 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,991 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,991 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,991 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,991 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,991 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,992 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,992 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,992 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,992 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,992 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,992 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,992 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,992 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,992 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,992 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,993 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,993 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,993 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,993 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,993 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,993 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,993 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,993 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,993 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,993 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,993 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,994 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,994 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,994 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,994 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,994 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,994 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,994 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,994 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,994 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,994 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,995 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,995 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,995 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,995 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,995 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,995 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,995 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,995 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,995 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,995 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,995 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,996 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:53,996 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:53,996 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:53,996 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:53,996 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:53,996 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:53,996 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:53,996 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:53,996 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:53,996 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:53,996 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:53,997 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:53,997 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:53,997 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:53,997 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:53,997 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:53,997 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:53,997 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:53,997 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:53,997 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:53,997 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:53,998 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:53,998 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:53,998 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:53,998 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:53,998 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:53,998 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:53,998 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:53,998 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:53,998 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:53,998 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:53,999 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:53,999 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:53,999 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:53,999 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:53,999 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:53,999 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:54,000 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:54,000 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:54,000 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:54,000 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:54,000 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:54,000 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:54,000 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:54,001 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:54,001 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:54,001 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:54,001 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:54,001 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:54,001 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:54,001 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:54,002 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:54,002 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:54,002 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:54,002 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:54,002 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:54,002 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:54,002 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:54,002 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:54,003 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:54,003 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:54,003 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:54,003 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:54,003 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:54,003 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:54,003 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:54,004 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:54,004 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:54,004 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:54,004 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:54,004 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:54,004 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:54,004 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:54,004 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:54,004 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:54,005 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:54,005 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:54,005 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:54,005 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:54,005 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:54,005 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:54,005 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:54,005 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:54,005 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:54,005 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:54,005 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:54,006 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:54,006 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:54,006 INFO [探索] matcha latte cafe NY | start=11
2025-08-19 22:43:54,006 INFO [探索] matcha latte cafe NY | start=21
2025-08-19 22:43:54,006 INFO [探索] matcha cafe NY | start=1
2025-08-19 22:43:54,006 INFO [探索] matcha cafe NY | start=11
2025-08-19 22:43:54,006 INFO [探索] matcha cafe NY | start=21
2025-08-19 22:43:54,006 INFO [探索] matcha latte cafe TX | start=1
2025-08-19 22:43:54,007 INFO [探索] matcha latte cafe TX | start=11
2025-08-19 22:43:54,007 INFO [探索] matcha latte cafe TX | start=21
2025-08-19 22:43:54,007 INFO [探索] matcha cafe TX | start=1
2025-08-19 22:43:54,007 INFO [探索] matcha cafe TX | start=11
2025-08-19 22:43:54,007 INFO [探索] matcha cafe TX | start=21
2025-08-19 22:43:54,007 INFO [探索] matcha latte cafe WA | start=1
2025-08-19 22:43:54,007 INFO [探索] matcha latte cafe WA | start=11
2025-08-19 22:43:54,007 INFO [探索] matcha latte cafe WA | start=21
2025-08-19 22:43:54,007 INFO [探索] matcha cafe WA | start=1
2025-08-19 22:43:54,007 INFO [探索] matcha cafe WA | start=11
2025-08-19 22:43:54,008 INFO [探索] matcha cafe WA | start=21
2025-08-19 22:43:54,008 INFO [探索] matcha latte cafe IL | start=1
2025-08-19 22:43:54,008 INFO [探索] matcha latte cafe IL | start=11
2025-08-19 22:43:54,008 INFO [探索] matcha latte cafe IL | start=21
2025-08-19 22:43:54,008 INFO [探索] matcha cafe IL | start=1
2025-08-19 22:43:54,008 INFO [探索] matcha cafe IL | start=11
2025-08-19 22:43:54,008 INFO [探索] matcha cafe IL | start=21
2025-08-19 22:43:54,008 INFO [探索] matcha latte cafe FL | start=1
2025-08-19 22:43:54,008 INFO [探索] matcha latte cafe FL | start=11
2025-08-19 22:43:54,008 INFO [探索] matcha latte cafe FL | start=21
2025-08-19 22:43:54,008 INFO [探索] matcha cafe FL | start=1
2025-08-19 22:43:54,008 INFO [探索] matcha cafe FL | start=11
2025-08-19 22:43:54,009 INFO [探索] matcha cafe FL | start=21
2025-08-19 22:43:54,009 INFO [探索] matcha latte cafe CA | start=1
2025-08-19 22:43:54,009 INFO [探索] matcha latte cafe CA | start=11
2025-08-19 22:43:54,009 INFO [探索] matcha latte cafe CA | start=21
2025-08-19 22:43:54,009 INFO [探索] matcha cafe CA | start=1
2025-08-19 22:43:54,009 INFO [探索] matcha cafe CA | start=11
2025-08-19 22:43:54,009 INFO [探索] matcha cafe CA | start=21
2025-08-19 22:43:54,010 INFO [探索] matcha latte cafe NY | start=1
2025-08-19 22:43:54,010 INFO [探索] matcha latte cafe NY | start=11
